epoch,acc,loss,val_acc,val_loss
0,0.49322916666666666,1.9688482602437338,0.3619791666666667,1.968405803044637
1,0.5213541666666667,1.9668294111887614,0.3841145833333333,1.9674911499023438
2,0.5098958333333333,1.965193017323812,0.3736979166666667,1.9668057362238567
3,0.4895833333333333,1.9664326349894206,0.4127604166666667,1.9651737411816914
4,0.5036458333333333,1.9659020026524863,0.4635416666666667,1.9640466372172039
5,0.5078125,1.9648691415786743,0.5442708333333334,1.9630651275316875
6,0.49154333937243727,1.9638913426288338,0.5598958333333334,1.9624638954798381
7,0.509375,1.962953805923462,0.5703125,1.961100439230601
8,0.5041666666666667,1.9615796009699504,0.58984375,1.9595691363016765
9,0.534375,1.9599668820699057,0.6328125,1.9587257703145344
10,0.5213541666666667,1.9602606852849325,0.6497395833333334,1.9573885401089985
11,0.5197916666666667,1.9590837081273398,0.6341145833333334,1.957008163134257
12,0.5098958333333333,1.9580721696217855,0.6953125,1.9559717377026875
13,0.5072916666666667,1.9575422684351602,0.6770833333333334,1.955195963382721
14,0.5338541666666666,1.9562086582183837,0.6770833333333334,1.9540599981943767
15,0.525,1.9553807576497395,0.65625,1.953003426392873
16,0.5375,1.9552947441736857,0.6640625,1.952725092569987
17,0.5255208333333333,1.9557098547617595,0.7174479166666666,1.950647234916687
18,0.5505208333333333,1.953288165728251,0.74609375,1.9492977857589722
19,0.5380208333333333,1.9517776091893515,0.7356770833333334,1.948916753133138
20,0.5546875,1.9510813236236573,0.69921875,1.9485313097635906
21,0.5479166666666667,1.9511682192484539,0.7513020833333334,1.9467123945554097
22,0.55,1.9498093763987223,0.75390625,1.9456254641215007
23,0.5484375,1.9491990168889364,0.7578125,1.944874902566274
24,0.5458333333333333,1.9484199285507202,0.7200520833333334,1.9440796375274658
25,0.5459830856726487,1.9473962677961676,0.7135416666666666,1.943592647711436
26,0.5432291666666667,1.9472854614257813,0.7591145833333334,1.9418573379516602
27,0.5473958333333333,1.9462339401245117,0.7555847569771414,1.9408912096324324
28,0.5671875,1.9443836291631063,0.73828125,1.9401814937591553
29,0.5536458333333333,1.9440834522247314,0.7825520833333334,1.9383687575658162
30,0.5417547581311765,1.9440655179053985,0.7291666666666666,1.9382412632306416
31,0.55,1.942358922958374,0.7408854166666666,1.9368858138720195
32,0.5619791666666667,1.9407229582468668,0.7669270833333334,1.9353551268577576
33,0.5572916666666666,1.9402958154678345,0.75,1.9353660146395366
34,0.5666666666666667,1.939385430018107,0.7434895833333334,1.9343248009681702
35,0.5453125,1.939635992050171,0.7669270833333334,1.93226025501887
36,0.5604166666666667,1.9391178369522095,0.7552083333333334,1.931736409664154
37,0.5802083333333333,1.9368722200393678,0.7526041666666666,1.9313064416249592
38,0.5760416666666667,1.9362578630447387,0.7526041666666666,1.9300559759140015
39,0.5614583333333333,1.9359179258346557,0.7669270833333334,1.929067611694336
40,0.578125,1.9339563210805257,0.7825520833333334,1.9275378187497456
41,0.5723958333333333,1.9334670146306356,0.7682291666666666,1.9268148144086201
42,0.5703125,1.9336647192637126,0.7265625,1.9270061055819194
43,0.5583333333333333,1.9331025679906209,0.7513020833333334,1.9254666566848755
44,0.5755208333333334,1.9312235752741496,0.7447916666666666,1.9236926237742107
45,0.5765625,1.9304036935170492,0.7630208333333334,1.9227377374966939
46,0.5380208333333333,1.9310134410858155,0.73828125,1.9229329427083333
47,0.5583333333333333,1.92990083694458,0.78515625,1.9208618601163228
48,0.5671875,1.928274647394816,0.7421875,1.9202305873235066
49,0.5703125,1.9277469793955484,0.7369791666666666,1.919843276341756
50,0.5786458333333333,1.9256733179092407,0.7591145833333334,1.9179044564565022
51,0.5660676545370961,1.9256949825468326,0.7395833333333334,1.9181063175201416
52,0.5755208333333334,1.924921743075053,0.7734375,1.9165943463643391
53,0.5614583333333333,1.9247364441553751,0.8020833333333334,1.9133743445078533
54,0.5760416666666667,1.922846515973409,0.7766097210709901,1.913709222408851
55,0.5604166666666667,1.923001511891683,0.7747395833333334,1.9121095935503643
56,0.575,1.9215205351511637,0.7552083333333334,1.9119979540507
57,0.5692388995001231,1.9215660679920028,0.7604166666666666,1.911536157131195
58,0.5713541666666667,1.9204809029897054,0.7486979166666666,1.9115052421887715
59,0.5729166666666666,1.9201279640197755,0.7578125,1.9097882707913716
60,0.5671875,1.9196050008138021,0.7578125,1.9084776043891907
61,0.5833333333333334,1.9163527011871337,0.7513020833333334,1.9075246055920918
62,0.5890625,1.9170466581980388,0.7447916666666666,1.907335142294566
63,0.5744791666666667,1.9161653757095336,0.7955729166666666,1.9048237403233845
64,0.5864583333333333,1.9146580855051676,0.7630208333333334,1.9032236735026042
65,0.5817708333333333,1.9146650950113933,0.7747395833333334,1.9031822284062703
66,0.6,1.9134223620096842,0.76953125,1.902921974658966
67,0.5838541666666667,1.9118032614390055,0.7552083333333334,1.9018174409866333
68,0.5630208333333333,1.9133949836095174,0.7682291666666666,1.9015759825706482
69,0.5803382666368061,1.9111482018396164,0.7565104166666666,1.8992832899093628
70,0.5807291666666666,1.9106909513473511,0.7317708333333334,1.8993199268976848
71,0.5916666666666667,1.9086303472518922,0.7578125,1.8974538246790569
72,0.5625,1.9103492498397827,0.7356770833333334,1.8982691168785095
73,0.5822916666666667,1.9082530657450358,0.7760416666666666,1.894307057062785
74,0.5739583333333333,1.9066650549570718,0.734375,1.8959768414497375
75,0.5828125,1.9065606753031412,0.7604166666666666,1.893724759419759
76,0.59375,1.9054582675298055,0.7486979166666666,1.89279305934906
77,0.5692708333333333,1.9053513447443644,0.75390625,1.8926901817321777
78,0.5697916666666667,1.9044581413269044,0.7395833333333334,1.8931540449460347
79,0.5869791666666667,1.9025211413701375,0.7408854166666666,1.892127533753713
80,0.602008455399479,1.9009285588093086,0.7643229166666666,1.8885580897331238
81,0.6151041666666667,1.8994714975357057,0.7897503282801394,1.8873146495117308
82,0.5729166666666666,1.9012012163798013,0.74609375,1.8891862034797668
83,0.571875,1.901364811261495,0.7643229166666666,1.8851432800292969
84,0.5979166666666667,1.8978893756866455,0.76171875,1.8856419920921326
85,0.6020833333333333,1.8974876801172893,0.7291666666666666,1.8859220544497173
86,0.5807291666666666,1.8985186576843263,0.7838541666666666,1.8807232975959778
87,0.5916666666666667,1.896427607536316,0.7434895833333334,1.8836065530776978
88,0.5828125,1.8969282070795694,0.73046875,1.8839950958887737
89,0.5859375,1.8957055648167929,0.7526041666666666,1.8828010360399883
90,0.5776041666666667,1.895624581972758,0.7630208333333334,1.878515402475993
91,0.5828125,1.8931318759918212,0.7708333333333334,1.8779135346412659
92,0.5927083333333333,1.8926005760828655,0.7434895833333334,1.878280758857727
93,0.6078125,1.8903796513875326,0.75,1.8772695859273274
94,0.5983086692102364,1.8899451768927544,0.7604166666666666,1.8760637442270915
95,0.5859375,1.8909375667572021,0.78125,1.8731896877288818
96,0.6015625,1.8893997192382812,0.7473958333333334,1.8758857448895772
97,0.5822916666666667,1.8893179337183634,0.7434895833333334,1.8743871251742046
98,0.5890625,1.8882172584533692,0.7278645833333334,1.8746963143348694
99,0.5786458333333333,1.8873433589935302,0.74609375,1.872525155544281
100,0.5848958333333333,1.886576231320699,0.7434895833333334,1.8724087278048198
101,0.5666666666666667,1.8880767107009888,0.7552083333333334,1.8689819971720378
102,0.5927083333333333,1.8842638731002808,0.7760416666666666,1.8669335842132568
103,0.5786458333333333,1.8839898268381754,0.7486979166666666,1.8687699635823567
104,0.596875,1.8822394927342734,0.80078125,1.8651812473932903
105,0.5989583333333334,1.8817622025807699,0.7721354166666666,1.8637055953343709
106,0.5942708333333333,1.882211192448934,0.77734375,1.8638617992401123
107,0.5973958333333333,1.879569943745931,0.7434895833333334,1.8653502066930134
108,0.5953125,1.8792134920756023,0.7345597925699964,1.8645817058628398
109,0.5859375,1.880419619878133,0.7565104166666666,1.862160821755727
110,0.6078125,1.876421817143758,0.7799479166666666,1.8599876364072163
111,0.6078125,1.8755226532618205,0.7421875,1.8608310023943584
112,0.5869791666666667,1.877229388554891,0.7682291666666666,1.8591286142667134
113,0.5739583333333333,1.8769999742507935,0.7604166666666666,1.8586041728655498
114,0.5798097247805202,1.876134993914066,0.7591145833333334,1.8568910956382751
115,0.5875,1.8744297901789346,0.7239583333333334,1.8606499433517456
116,0.60625,1.872886355717977,0.7734375,1.8543778856595357
117,0.5713541666666667,1.8735467910766601,0.703125,1.8585814833641052
